,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1740,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",0,29.0,5.8,6.6,107.0,1.0,0.265,25.0,58.0,2006
1741,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",0,31.25,6.975,6.725,144.3,1.5,0.22,34.0,98.0,2006
1742,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",0,26.21,5.35,7.19,216.3,1.325,0.263,11.0,31.0,2006
1743,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",0,30.0,7.525,6.61,93.3,1.5,0.28300000000000003,10.0,26.0,2006
1744,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",0,29.0,7.15,6.56,141.0,1.1,0.25,22.0,73.0,2006
1745,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",0,26.21,4.325,7.045,547.0,2.075,0.25,25.0,109.0,2006
1746,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",0,27.5,6.925,7.632999999999999,552.0,2.0,0.217,325.0,570.0,2006
1747,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",0,27.25,6.825,7.125,299.3,3.667,1.525,316.0,771.0,2006
1748,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,0,26.666999999999998,6.7,7.267,92.7,1.3330000000000002,1.66,6.0,41.0,2006
1749,KUMARADHARA NaN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,0,26.333000000000002,6.75,7.3,169.3,1.6669999999999998,1.66,29.0,47.0,2006
1750,RIVER GHAGGAR AT D/S OF SURAJPUR,0,21.25,5.87,7.84,895.5,4.35,1.66,0.0,0.0,2006
1751,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",0,17.667,6.0329999999999995,7.367000000000001,323.3,3.267,0.667,2390.0,6867.0,2006
1752,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",0,16.5,5.1,7.85,785.0,12.0,1.65,3050.0,36500.0,2006
1753,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",0,18.0,4.867,7.367000000000001,568.0,12.0,1.367,3500.0,27667.0,2006
1754,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",0,17.333,4.833,7.5329999999999995,760.0,13.333,1.933,2300.0,30000.0,2006
1755,"GHAGGAR AT D/S CHHATBIR, PUNJAB",0,17.5,5.1,7.367000000000001,388.0,6.933,1.4,2723.0,43067.0,2006
1756,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",0,15.0,6.8,7.3,433.5,5.4,1.35,635.0,9250.0,2006
1757,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",0,17.5,4.2,7.367000000000001,758.0,14.667,1.7,34033.0,83667.0,2006
1758,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",0,18.0,5.5329999999999995,7.3,453.3,9.333,1.567,35760.0,88333.0,2006
1759,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",0,17.5,5.2,7.3,391.3,6.267,1.4,23723.0,54067.0,2006
1760,"GHAGGER AT MOONAK, PUNJAB",0,18.0,4.2,7.733,825.3,21.0,1.4,10500.0,76667.0,2006
1761,"GHAGGAR AT D/S SARDULGARH, PUNJAB",0,18.333,4.033,7.667000000000001,855.0,21.333000000000002,1.767,17433.0,148667.0,2006
1762,"GHAGGAR AT U/S SARDULGARH, PUNJAB",0,18.667,4.133,7.632999999999999,811.3,20.333,1.6669999999999998,38700.0,110333.0,2006
1763,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",0,18.0,5.35,7.55,682.5,17.0,20.45,0.0,0.0,2006
1764,"GHAGGAR GHNaN2 AT CHANDARPUR SYPHON,  HARYANA",0,19.0,4.05,7.85,773.5,16.0,19.35,0.0,0.0,2006
1765,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),0,17.5,6.25,7.9,770.0,14.0,19.4,0.0,0.0,2006
1766,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",0,18.5,6.65,7.875,914.5,43.0,0.8240000000000001,9650.0,16900.0,2006
1767,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",0,19.5,7.2,9.01,340.5,4.6,2.955,12.0,23.0,2006
1768,KALA AMB D/S MARKANDA RIVER,0,22.0,6.27,7.89,3638.0,149.75,1.66,0.0,0.0,2006
1769,"KODRA DAM, MOUNT ABU, RAJASTHAN",0,20.0,6.1,7.1,0.0,3.1,0.3,4.0,14.0,2006
1770,NNaNCHOE (ATTAWA CHOE),0,26.0,0.6,7.3,646.0,87.0,6.8,0.0,0.0,2006
1771,PATIALA KI RAO,0,27.0,6.4,7.9,1151.0,130.0,8.3,0.0,0.0,2006
1772,SUKHNA CHOE,0,27.0,6.4,7.1,912.0,126.0,6.7,0.0,0.0,2006
1773,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",0,16.0,7.2,7.0,183.0,5.2,2.6,140.0,180.0,2006
1774,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",0,15.0,4.6,3.0,350.0,6.2,2.2,33.0,49.0,2006
1775,"MYNTDU RIVER JOWAI, MEGHALAYA",0,10.0,8.8,7.0,172.0,1.6,5.0,1800.0,2800.0,2006
1776,"GANOL RIVER TURA, MEGHALAYA",0,11.0,10.0,7.1,150.0,1.0,4.0,240.0,350.0,2006
1777,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",0,12.0,9.0,7.3,158.0,1.8,7.2,220.0,280.0,2006
1778,TLAWNG UPSTREAM AIZAWL,0,23.666999999999998,7.767,7.542999999999999,0.0,0.5,1.66,0.0,0.0,2006
1779,TLAWNG DOWNSTREAM AIZAWL,0,23.7,7.167000000000001,8.142999999999999,0.0,0.6,1.66,0.0,0.0,2006
1780,TUIRIAL UPPER CATCHMENT,0,23.767,8.533,7.857,170.0,0.4,1.66,0.0,0.0,2006
1781,TUIRIAL LOWER CATCHMENT,0,23.666999999999998,8.867,7.792999999999999,216.0,0.5,1.66,0.0,0.0,2006
1782,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",0,28.0,5.6,7.65,375.2,1.758,1.995,2636.0,18417.0,2005
1783,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",0,26.21,6.4,7.76,233.3,10.825,5.657,0.0,0.0,2005
1784,"DAMANGANGA  AFTER CONFL. OF PIPARIA DRAIN, DAMAN",0,26.21,6.4,0.0,0.0,1.0,1.01,1200.0,37000.0,2005
1785,"DAMANGANGA AT CIRCUIT HOUSE, SILVASA, DADRA AND NAGAR HAVELI",0,26.21,6.4,0.0,0.0,112.0,5.5,1200000.0,6400000.0,2005
1786,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",0,26.0,7.2,7.84,342.8,1.764,0.528,78.0,230.0,2005
1787,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",0,27.0,5.0,7.22,18370.3,19.663,0.452,9625.0,13525.0,2005
1788,BALEHWAR KHADI AT N.H. NO. 8,0,29.0,6.2,8.11,480.0,11.333,0.39,14050.0,18810.0,2005
1789,RIVER PURNA ON BRIDGE AT SURATNaNNAVSARI HIGHWAY,0,27.0,7.2,8.07,580.0,4.0,0.37,150.0,280.0,2005
1790,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,0,28.0,6.2,7.98,11125.0,5.0,0.39,7147.0,50350.0,2005
1791,RIVER DHADAR AT KOTHADA,0,28.0,3.9,7.92,1039.0,14.847000000000001,1.412,6.0,36.0,2005
1792,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",0,29.0,7.2,7.42,246.9,4.632,0.7909999999999999,10011.0,118311.0,2005
1793,ZUARI AT PANCHAWADI,0,28.0,6.9,6.44,302.9,2.3040000000000003,0.231,12.0,116.0,2005
1794,"MANDOVI AT TONCA, MARCELA, GOA",0,29.0,7.8,6.69,255.9,2.7539999999999996,0.348,13.0,140.0,2005
1795,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",0,29.0,6.7,7.35,346.1,1.893,0.973,13.0,148.0,2005
1796,"RIVER KALNA AT CHANDELNaN PERNEM, GOA",0,28.0,8.3,6.68,348.9,2.503,1.686,13.0,155.0,2005
1797,"RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA",0,28.0,8.1,6.18,187.4,2.375,0.196,12.0,155.0,2005
1798,"RIVER MADAI AT DABOS NaN  VALPOI, GOA",0,29.0,7.7,6.55,121.8,2.242,1.136,13.0,164.0,2005
1799,"RIVER KHANDEPAR AT OPA NaN PONDA, GOA",0,29.0,8.6,6.56,181.4,2.423,0.276,24.0,155.0,2005
1800,"RIVER TALPONA AT CANACONA, GOA",0,28.0,7.7,6.45,302.5,2.144,0.163,10.0,142.0,2005
1801,"RIVER ASSONORA AT ASSONORA, GOA",0,28.0,7.4,6.07,142.8,1.681,0.276,12.0,140.0,2005
1802,"AMBIKA AT BILIMORA, GUJARAT",0,26.21,7.0,8.16,4545.0,4.165,0.34299999999999997,9593.0,27550.0,2005
1803,"KOLAK AT PATALIA BDG., GUJARAT",0,26.21,5.9,7.36,761.0,6.1,0.083,1200.0,4600.0,2005
1804,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",0,27.0,4.1,7.57,29369.3,7.08,0.302,1035.0,1993.0,2005
1805,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",0,27.0,3.9,5.27,5914.0,441.8,0.512,3.0,10.0,2005
1806,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",0,26.21,5.7,7.62,665.0,2.12,0.86,1050.0,6000.0,2005
1807,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",0,26.21,6.1,8.0,602.5,5.64,1.035,38143.0,38428.0,2005
1808,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",0,14.0,6.2,7.88,540.7,9.75,17.387,0.0,1100.0,2005
1809,"GHAGGAR GHNaN2 AT CHANDARPUR SYPHON,  HARYANA",0,19.0,6.3,8.05,634.3,13.0,10.89,0.0,75.0,2005
1810,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",0,27.0,7.1,7.2,280.5,1.6,0.48,74.0,95.0,2005
1811,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,0,28.0,7.4,7.27,253.3,1.3330000000000002,0.17,0.0,37.0,2005
1812,KUMARADHARA NaN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,0,28.0,7.3,7.3,236.7,4.0,0.08,0.0,58.0,2005
1813,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",0,26.21,5.9,6.6,1359.5,1.755,0.326,170.0,387.0,2005
1814,"PERIYAR AT KALADY, KERALA",0,26.21,7.4,6.68,39.3,1.1640000000000001,0.204,125.0,298.0,2005
1815,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",0,26.21,7.1,6.75,41.9,1.325,0.18,147.0,378.0,2005
1816,"CHALIYAR AT KOOLIMADU, KERALA",0,26.21,6.8,6.92,70.8,0.45799999999999996,0.11699999999999999,151.0,353.0,2005
1817,"CHALIYAR AT CHUNGAPALLY, KERALA",0,26.21,6.8,6.98,7179.1,0.475,0.20600000000000002,211.0,466.0,2005
1818,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",0,26.21,6.8,7.03,36.8,1.117,0.146,118.0,624.0,2005
1819,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",0,26.21,7.2,6.76,59.8,1.692,0.449,127.0,357.0,2005
1820,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",0,26.21,6.2,6.63,106.8,1.275,0.444,128.0,360.0,2005
1821,"KARAMANA AT MOONNATTUMUKKU, KERALA",0,26.21,6.6,6.77,250.7,1.383,1.54,2433.0,3383.0,2005
1822,"PAMBA AT CHENGANNUR, KERALA",0,26.21,6.9,6.95,51.3,0.625,0.518,1525.0,3100.0,2005
1823,"PAMBA AT THAKAZHY, KERALA",0,26.21,6.0,6.75,641.0,0.975,0.792,1900.0,3600.0,2005
1824,"PAMBA DOWN, KERALA",0,26.21,5.4,6.85,73.3,1.075,0.457,4955.0,8375.0,2005
1825,"MEENACHIL AT KIDANGOOR, KERALA",0,26.21,6.7,6.93,65.0,0.675,0.77,2100.0,4200.0,2005
1826,"MANIMALA  AT KALLOOPARA, KERALA",0,26.21,6.9,6.85,56.3,0.575,0.38299999999999995,1933.0,3400.0,2005
1827,"MANIMALA AT THONDRA, KERALA",0,26.21,6.5,6.98,59.3,0.575,0.345,1333.0,2600.0,2005
1828,"ACHENKOIL AT THUMPAMON, KERALA",0,26.21,6.8,7.06,63.3,0.5670000000000001,0.40399999999999997,1769.0,2825.0,2005
1829,"ACHENKOIL AT CHENNITHULA, KERALA",0,26.21,5.8,6.73,73.0,0.7,0.315,1925.0,3500.0,2005
1830,"VAMANAPURAM, KERALA",0,26.21,6.8,6.8,69.8,0.7,0.61,1100.0,1775.0,2005
1831,"AMARAVILA, KERALA",0,26.21,7.1,6.83,80.0,0.7,0.835,850.0,1475.0,2005
1832,"AYUR, KERALA",0,26.21,6.3,7.15,65.5,1.05,0.223,98.0,595.0,2005
1833,"THIRURANGADY, KERALA",0,26.21,6.3,6.95,77.5,0.65,0.20800000000000002,253.0,775.0,2005
1834,"KUTTIYADY ESTATE, KERALA",0,26.21,6.9,6.65,34.0,0.5,0.095,130.0,215.0,2005
1835,"VALAYAM, KERALA",0,26.21,6.4,6.75,49.3,0.675,0.193,197.0,350.0,2005
1836,"THALIPARAMBA, KERALA",0,26.21,6.8,7.35,18568.3,1.15,0.14,215.0,660.0,2005
1837,"HOSDURG, KERALA",0,26.21,6.8,7.08,19740.8,0.975,0.165,127.0,515.0,2005
1838,"KAKKADAVU,  KERALA",0,26.21,7.1,6.98,58.3,0.55,0.152,123.0,510.0,2005
1839,"PADIYATHADKA, KERALA",0,26.21,7.0,7.23,67.5,0.425,0.09,140.0,453.0,2005
1840,"IRUMPANAM, KERALA",0,26.21,2.4,6.43,1041.3,2.025,1.05,133.0,373.0,2005
1841,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",0,27.0,6.7,7.56,128.4,4.942,0.447,11.0,250.0,2005
1842,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",0,26.21,6.8,7.68,123.2,4.475,0.4,12.0,236.0,2005
1843,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",0,26.21,6.5,7.33,135.8,4.4,0.33,13.0,208.0,2005
1844,"KALU AT ATALE VILLAGE, MAHARASHTRA",0,26.21,5.1,7.45,5168.8,9.875,1.81,7.0,210.0,2005
1845,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",0,26.21,6.5,7.34,128.5,5.125,0.8190000000000001,11.0,230.0,2005
1846,"PATALGANGA AT SHILPHATA, MAHARASHTRA",0,26.21,6.6,7.47,143.8,4.958,0.667,16.0,358.0,2005
1847,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",0,26.21,6.6,7.75,136.8,4.5,0.505,15.0,203.0,2005
1848,"IMPHAL AT MAHABALI, MANIPUR",0,26.21,7.9,7.85,76.5,3.0,1.66,0.0,55.0,2005
1849,"IMPHAL AT KOIRENGEI, MANIPUR",0,26.21,7.4,7.0,82.3,2.0269999999999997,1.66,0.0,44.0,2005
1850,"KIYAMGI, MANIPUR",0,26.21,7.0,7.9,77.5,3.525,1.66,0.0,45.0,2005
1851,"MINUTHONG(IMPHAL RIVER, MANIPUR",0,26.21,6.9,7.73,85.3,3.233,1.66,0.0,63.0,2005
1852,"IRIL AT PORAMPET, MANIPUR",0,26.21,7.3,7.77,128.3,4.043,1.66,0.0,66.0,2005
1853,"LILONG, MANIPUR",0,26.21,8.0,7.8,132.0,3.4,1.66,0.0,54.0,2005
1854,"HUMP BRIDGE, MANIPUR",0,26.21,5.5,6.58,121.3,11.57,1.66,0.0,315.0,2005
1855,"HEIRANGOITHONG, MANIPUR",0,26.21,7.0,7.43,136.7,8.693,1.66,0.0,252.0,2005
1856,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",0,20.0,6.6,7.15,199.0,7.475,2.1,208.0,288.0,2005
1857,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",0,18.0,6.4,3.05,605.0,5.067,4.8,18.0,45.0,2005
1858,"MYNTDU RIVER JOWAI, MEGHALAYA",0,15.0,7.1,7.03,147.3,2.1,1.0,1675.0,2300.0,2005
1859,"GANOL RIVER TURA, MEGHALAYA",0,19.0,8.1,7.03,148.3,1.9669999999999999,1.66,230.0,307.0,2005
1860,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",0,21.0,8.3,7.1,152.0,2.133,1.66,270.0,413.0,2005
1861,TLAWNG UPSTREAM AIZAWL,0,25.0,7.4,6.6,0.0,6.94,1.66,0.0,0.0,2005
1862,TLAWNG DOWNSTREAM AIZAWL,0,25.0,6.8,6.3,0.0,6.94,1.66,0.0,0.0,2005
1863,TUIRIAL UPPER CATCHMENT,0,25.0,6.1,7.15,0.0,6.94,1.66,0.0,0.0,2005
1864,TUIRIAL LOWER CATCHMENT,0,26.0,7.5,7.2,0.0,6.94,1.66,0.0,0.0,2005
1865,"RUSHIKULYA AT GANJAM U/S, ORISSA",0,28.0,7.5,7.8,286.5,1.775,0.51,7448.0,17625.0,2005
1866,"RUSHIKULYA AT GANJAM D/S, ORISSA",0,30.0,7.5,7.35,30683.0,2.25,0.745,1515.0,2145.0,2005
1867,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",0,27.0,6.0,7.55,214.5,3.125,0.895,2600.0,10950.0,2005
1868,"NAGAVALLI AT RAYAGADA D/S, ORISSA",0,32.0,6.3,7.43,201.3,2.175,0.76,2825.0,4500.0,2005
1869,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",0,29.0,6.1,8.33,868.5,6.94,1.975,0.0,0.0,2005
1870,RIVER GHAGGAR AT D/S OF SURAJPUR,0,26.21,8.1,7.86,342.3,2.747,0.24,0.0,0.0,2005
1871,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",0,25.0,7.3,7.3,157.0,2.0669999999999997,0.55,153.0,348.0,2005
1872,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",0,26.21,4.9,7.33,494.7,14.533,2.2,1233.0,18000.0,2005
1873,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",0,28.0,6.3,7.58,379.8,6.7,1.575,1640.0,4963.0,2005
1874,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",0,28.0,6.1,7.58,490.0,14.25,2.425,4875.0,27500.0,2005
1875,"D/S CHHATBIR, PUNJAB",0,25.0,6.8,7.43,337.5,4.25,1.225,1175.0,3043.0,2005
1876,"U/S DHAKANSU NALLAH, PUNJAB",0,26.0,6.7,7.38,333.5,3.85,1.575,548.0,11050.0,2005
1877,"D/S DHAKANSU NALLAH, PUNJAB",0,27.0,5.9,7.48,428.0,8.35,2.2,4050.0,22025.0,2005
1878,"D/S JHARMAL NADI, PUNJAB",0,25.0,6.5,7.4,361.8,4.3,1.9,1158.0,15875.0,2005
1879,"U/S JHARMAL NADI, PUNJAB",0,25.0,6.9,7.4,322.0,3.75,0.975,200.0,3500.0,2005
1880,"GHAGGER AT MOONAK, PUNJAB",0,26.0,5.1,7.48,496.5,14.7,2.3,4325.0,23500.0,2005
1881,"D/S SARDULGARH, PUNJAB",0,28.0,5.0,7.4,515.3,14.76,2.08,8860.0,37320.0,2005
1882,"U/S SARDULGARH, PUNJAB",0,28.0,5.1,7.43,503.3,16.25,2.3,12938.0,44000.0,2005
1883,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),0,16.0,6.2,7.63,423.3,7.0,14.013,0.0,43.0,2005
1884,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",0,26.21,4.4,8.23,390.0,1.39,0.08,14.0,150.0,2005
1885,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",0,26.21,4.2,8.52,380.0,1.26,0.16,28.0,1100.0,2005
1886,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",0,23.0,4.0,7.65,729.0,36.0,2.89,1190.0,2950.0,2005
1887,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",0,22.0,8.0,8.31,617.0,4.4,0.655,14.0,30.0,2005
1888,KALA AMB D/S MARKANDA RIVER,0,26.21,4.2,8.55,1184.7,341.833,4.0,0.0,0.0,2005
1889,"KODRA DAM, MOUNT ABU, RAJASTHAN",0,26.21,5.0,7.92,160.0,1.443,0.153,17.0,149.0,2005
1890,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",0,25.0,7.5,7.53,87.3,1.4069999999999998,0.5670000000000001,32.0,133.0,2005
1891,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",0,27.0,6.6,7.27,162.3,3.555,0.292,46.0,156.0,2005
1892,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",0,28.0,6.8,7.12,172.3,1.723,0.198,62.0,283.0,2005
1893,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",0,26.21,6.7,7.6,277.8,1.229,0.183,12.0,33.0,2005
1894,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",0,28.0,7.1,6.94,95.8,0.943,0.151,10.0,26.0,2005
1895,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",0,27.0,7.4,7.0,88.5,0.977,0.18600000000000003,27.0,105.0,2005
1896,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",0,26.21,6.6,7.81,603.2,2.675,0.263,40.0,191.0,2005
1897,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",0,28.0,6.6,7.49,571.5,2.0909999999999997,0.256,151.0,273.0,2005
1898,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",0,28.0,5.4,7.16,75.8,2.092,1.66,404.0,513.0,2005
1899,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",0,30.0,5.4,7.37,104.8,1.8019999999999998,0.215,456.0,557.0,2005
1900,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",0,29.0,5.3,7.37,102.2,2.552,0.20199999999999999,526.0,583.0,2005
1901,"NAGAVALLI AT THOTAPALLI REGULATOR, AP",0,30.0,7.8,239.0,6.2,1.7,2.188,2.188,10720.0,2004
1902,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",0,29.0,7.5,442.0,6.7,3.4,1.66,0.0,132.0,2004
1903,ZUARI AT PANCHAWADI,0,29.0,7.0,430.0,6.4,2.4,1.66,0.0,175.0,2003
1904,"MANDOVI AT TONCA, MARCELA, GOA",0,29.0,7.2,216.0,7.1,1.8,1.66,0.0,167.0,2003
1905,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",0,29.0,7.9,352.0,4.5,4.2,1.66,0.0,158.0,2003
1906,"RIVER KALNA AT CHANDELNaN PERNEM, GOA",0,28.0,7.0,86.0,7.8,4.7,0.1,0.1,145.0,2003
1907,"RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA",0,29.0,6.8,65.0,7.5,1.8,1.66,0.0,171.0,2003
1908,"RIVER MADAI AT DABOS NaN  VALPOI, GOA",0,28.0,7.1,101.0,7.8,2.0,0.1,0.1,138.0,2003
1909,"RIVER KHANDEPAR AT OPA NaN PONDA, GOA",0,27.0,7.0,78.0,7.6,1.8,1.66,0.0,145.0,2003
1910,"RIVER TALPONA AT CANACONA, GOA",0,29.0,7.2,60.0,8.0,1.9,1.66,0.0,151.0,2003
1911,"RIVER ASSONORA AT ASSONORA, GOA",0,28.0,6.6,76.0,7.1,1.9,1.66,0.0,169.0,2003
1912,0,0,26.21,6.4,0.0,0.0,6.94,1.66,0.0,0.0,2003
1913,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",0,28.0,8.0,368.0,7.4,1.0,1.66,0.0,554.0,2003
1914,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",0,28.0,7.5,21331.0,3.6,11.7,1.66,0.0,14109.0,2003
1915,BALEHWAR KHADI AT N.H. NO. 8,0,30.0,8.1,540.0,7.2,2.5,1.66,0.0,540.0,2003
1917,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,0,29.0,8.1,467.0,7.1,3.0,1.66,0.0,107.0,2003
1918,RIVER DHADAR AT KOTHADA,0,32.0,7.8,1304.0,4.6,19.5,1.66,0.0,63.0,2003
1919,"AMBIKA AT BILIMORA, GUJARAT",0,30.0,8.0,1708.0,7.8,3.5,1.66,0.0,2051.0,2003
1920,"KOLAK AT PATALIA BDG., GUJARAT",0,28.0,7.5,1175.0,5.7,4.0,1.66,0.0,3900.0,2003
1921,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",0,28.0,7.5,67115.0,5.0,5.5,1.66,0.0,3425.0,2003
1922,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",0,27.0,4.0,9948.0,0.4,513.5,1.66,0.0,35.0,2003
1923,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",0,28.0,7.7,1148.0,4.8,6.9,2.0,2.0,10050.0,2003
1924,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",0,28.0,8.0,590.0,4.8,1.8,1.66,0.0,2873.0,2003
1925,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",0,27.0,7.7,440.0,6.5,2.4,0.9,0.9,688.0,2003
1926,"PERIYAR AT ALWAYE, KERALA",0,28.0,6.4,1579.0,5.8,1.7,0.513,0.513,959.0,2003
1927,"PERIYAR AT KALADY, KERALA",0,27.0,6.8,62.0,7.5,1.5,0.221,0.221,892.0,2003
1928,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",0,28.0,6.9,44.0,6.8,1.0,0.151,0.151,734.0,2003
1929,"CHALIYAR AT KOOLIMADU, KERALA",0,28.0,6.9,62.0,6.8,0.4,0.21,0.21,802.0,2003
1930,"CHALIYAR AT KALLAPALLY, KERALA",0,28.0,7.0,9416.0,6.7,0.5,0.24100000000000002,0.24100000000000002,832.0,2003
1931,"KALLADA AT PANATHOTTUM KADAVU, PUNALOOR, KERALA",0,24.0,6.9,39.0,6.9,1.1,0.195,0.195,958.0,2003
1932,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",0,28.0,7.1,53.0,6.9,1.4,0.36700000000000005,0.36700000000000005,632.0,2003
